original_title,image_url,price
King's Cage,https://images.gr-assets.com/books/1467121158m/30226723.jpg,32
The Way We Live Now,https://images.gr-assets.com/books/1453026230m/149785.jpg,12
Harriet the Spy,https://images.gr-assets.com/books/1320540825m/232576.jpg,29
"The Spook's Apprentice (The Last Apprentice / Wardstone Chronicles, #1)",https://images.gr-assets.com/books/1381497933m/298567.jpg,12
Das Parfum. Die Geschichte eines Morders,https://images.gr-assets.com/books/1409112276m/343.jpg,30
James and the Giant Peach,https://images.gr-assets.com/books/1320412586m/6689.jpg,48
Fantastic Beasts and Where to Find Them,https://images.gr-assets.com/books/1303738520m/41899.jpg,44
Open Season,https://images.gr-assets.com/books/1324869940m/420734.jpg,39
Children of God,https://images.gr-assets.com/books/1373509005m/16948.jpg,21
Laird of the Mist,https://images.gr-assets.com/books/1331943549m/1530868.jpg,39
San Ti,https://images.gr-assets.com/books/1415428227m/20518872.jpg,17
Das Herzenhoren,https://images.gr-assets.com/books/1320437247m/11331421.jpg,45
Scent of Darkness,https://images.gr-assets.com/books/1462939108m/846613.jpg,11
Daughter of the Pirate King,https://images.gr-assets.com/books/1483132546m/33643994.jpg,38
Le Scaphandre et le Papillon,https://images.gr-assets.com/books/1336930564m/193755.jpg,34
Devil Takes a Bride,https://images.gr-assets.com/books/1320497527m/958536.jpg,29
The Grim Grotto,https://images.gr-assets.com/books/1415580928m/65111.jpg,28
Double Identity,https://images.gr-assets.com/books/1344394478m/155370.jpg,20
Maurice,https://images.gr-assets.com/books/1361934128m/3103.jpg,22
Doomsday Book,https://images.gr-assets.com/books/1403972500m/24983.jpg,26
Earth Abides,https://images.gr-assets.com/books/1320505234m/93269.jpg,46
Defy the Stars,https://images.gr-assets.com/books/1484967166m/31423196.jpg,13
Book of a Thousand Days,https://images.gr-assets.com/books/1362875998m/248484.jpg,23
A Canticle for Leibowitz,https://images.gr-assets.com/books/1450516880m/164154.jpg,16
Bridge to Terabithia,https://images.gr-assets.com/books/1327880087m/2839.jpg,27
Enna Burning,https://images.gr-assets.com/books/1388286936m/248482.jpg,29
Speak,https://images.gr-assets.com/books/1310121762m/439288.jpg,31
Jaws,https://images.gr-assets.com/books/1327958767m/126232.jpg,36
Civil War: A Marvel Comics Event,https://images.gr-assets.com/books/1345813608m/91714.jpg,48
Bareback,https://images.gr-assets.com/books/1176479287m/628283.jpg,24
The Road,https://images.gr-assets.com/books/1439197219m/6288.jpg,37
The Ends of the World,https://images.gr-assets.com/books/1480357142m/32814687.jpg,42
Through Violet Eyes,https://images.gr-assets.com/books/1320493472m/478628.jpg,27
Spin,https://images.gr-assets.com/books/1406383726m/910863.jpg,19
The Duke,https://images.gr-assets.com/books/1403192132m/958535.jpg,29
The Thin Man,https://images.gr-assets.com/books/1321111302m/80616.jpg,17
Perdido Street Station,https://images.gr-assets.com/books/1393537963m/68494.jpg,37
"Alex, Approximately",https://images.gr-assets.com/books/1466543204m/30312700.jpg,11
Alabama Moon,https://images.gr-assets.com/books/1316728474m/554165.jpg,21
My Fair Captain,https://images.gr-assets.com/books/1313623410m/2403922.jpg,17
The Upside of Unrequited,https://images.gr-assets.com/books/1487956734m/30653853.jpg,11
The Raven Prince,https://images.gr-assets.com/books/1461447638m/28863.jpg,15
Absolution Gap,https://images.gr-assets.com/books/1309210984m/89184.jpg,19
Crocodile on the Sandbank,https://images.gr-assets.com/books/1306096774m/188230.jpg,14
"Victorious Star (Interstellar Service & Discipline, #1)",https://images.gr-assets.com/books/1347941736m/237020.jpg,44
Till Death,https://images.gr-assets.com/books/1469713636m/29772434.jpg,47
Ombria in Shadow,https://images.gr-assets.com/books/1309201482m/781124.jpg,31
The Westing Game,https://images.gr-assets.com/books/1356850909m/902.jpg,28
Among the Living,https://images.gr-assets.com/books/1375991614m/5603414.jpg,26
"The Umbrella Academy, Vol 1: The Apocalypse Suite",https://images.gr-assets.com/books/1327877097m/2795053.jpg,36
Subterranean,https://images.gr-assets.com/books/1336889308m/98807.jpg,13
"The Tomb (Adversary Cycle, #2; Repairman Jack, #1)",https://images.gr-assets.com/books/1312232106m/219418.jpg,40
Nochnoi dozor,https://images.gr-assets.com/books/1351342315m/359375.jpg,42
Mind Fuck,https://images.gr-assets.com/books/1328214829m/2112823.jpg,17
Miss Pym Disposes,https://images.gr-assets.com/books/1348697101m/243399.jpg,19
Keeping You a Secret,https://images.gr-assets.com/books/1358442201m/272315.jpg,22
Without Reservations,https://images.gr-assets.com/books/1304147809m/696820.jpg,45
Song for the Basilisk,https://images.gr-assets.com/books/1396837643m/81070.jpg,36
Wonder Woman: The Hiketeia,https://images.gr-assets.com/books/1308704725m/154542.jpg,27
Ravished,https://images.gr-assets.com/books/1298321910m/367689.jpg,45
A Fine and Private Place,https://images.gr-assets.com/books/1327883034m/76718.jpg,22
The Slippery Slope,https://images.gr-assets.com/books/1343701012m/297792.jpg,34
The Collector,https://images.gr-assets.com/books/1394828024m/243705.jpg,38
"Warprize (Chronicles of the Warlands, #1)",https://images.gr-assets.com/books/1312035638m/78070.jpg,42
Honestly Ben,https://images.gr-assets.com/books/1468438526m/27230789.jpg,35
Away With The Fairies,https://images.gr-assets.com/books/1328757589m/1339025.jpg,15
Fatal Shadows,https://images.gr-assets.com/books/1363734106m/1274861.jpg,27
Avenged,https://images.gr-assets.com/books/1486054890m/31371485.jpg,34
Scandal in Spring,https://images.gr-assets.com/books/1452549904m/105574.jpg,37
The Alchemists of Loom,https://images.gr-assets.com/books/1471478778m/31549513.jpg,31
What Happened to Lani Garver,https://images.gr-assets.com/books/1328875636m/347639.jpg,32
Worth Any Price,https://images.gr-assets.com/books/1308429693m/114168.jpg,36
Queens of Geek,https://images.gr-assets.com/books/1488881057m/28245707.jpg,40
"Love Letters From a Duke (Bachelor Chronicles, #3)",https://images.gr-assets.com/books/1460030462m/551507.jpg,28
The Claw of the Conciliator,https://images.gr-assets.com/books/1332036282m/463376.jpg,48
Honest Illusions,https://images.gr-assets.com/books/1309212906m/114130.jpg,23
Fire and Hemlock,https://images.gr-assets.com/books/1364170135m/367158.jpg,40
American Street,https://images.gr-assets.com/books/1466519379m/30256109.jpg,42
Bad Romance,https://images.gr-assets.com/books/1475530166m/29102896.jpg,44
The Temporary Wife,https://images.gr-assets.com/books/1338967506m/690067.jpg,40
The Bone Doll's Twin,https://images.gr-assets.com/books/1403189779m/671560.jpg,27
Civil War: Wolverine,https://images.gr-assets.com/books/1338083462m/305767.jpg,47
The Firm,https://images.gr-assets.com/books/1418465200m/5358.jpg,35
Dead Witch Walking,https://images.gr-assets.com/books/1391713381m/30264.jpg,26
Blue Smoke,https://images.gr-assets.com/books/1309286007m/114184.jpg,14
Red Harvest,https://images.gr-assets.com/books/1320423692m/30005.jpg,21
grl2grl: Short fictions,https://images.gr-assets.com/books/1344272039m/563325.jpg,43
Birthright,https://images.gr-assets.com/books/1309282307m/114203.jpg,15
I Am Legend and Other Stories,https://images.gr-assets.com/books/1317791583m/547094.jpg,18
On the Prowl,https://images.gr-assets.com/books/1422192630m/285212.jpg,23
An Occurrence at Owl Creek Bridge,https://images.gr-assets.com/books/1453993106m/920649.jpg,15
The Day of the Triffids,https://images.gr-assets.com/books/1320530145m/530965.jpg,17
The Secret Life of Bees,https://images.gr-assets.com/books/1473454532m/37435.jpg,18
Ringworld,https://images.gr-assets.com/books/1408793358m/61179.jpg,36
Body of Evidence,https://images.gr-assets.com/books/1341835877m/132336.jpg,35
The Amulet of Samarkand,https://images.gr-assets.com/books/1327877926m/334123.jpg,49
Games of Command,https://images.gr-assets.com/books/1347389713m/352724.jpg,38
The Speed of Dark,https://images.gr-assets.com/books/1320497793m/96063.jpg,12
Shadowland,https://images.gr-assets.com/books/1327886166m/187811.jpg,29
A Crown of Swords,https://images.gr-assets.com/books/1358542379m/13890.jpg,47
kokoro [Kokoro],https://images.gr-assets.com/books/1327991553m/762476.jpg,41
To Challenge a Dragon,https://images.gr-assets.com/books/1317852862m/3295695.jpg,12
"Across A Moonlit Sea (Dante Pirates, #1)",https://images.gr-assets.com/books/1297441331m/891791.jpg,16
The Austere Academy,https://images.gr-assets.com/books/1320706187m/131123.jpg,36
The Two Princesses of Bamarre,https://images.gr-assets.com/books/1442734248m/183656.jpg,15
Books of Blood: Volume One,https://images.gr-assets.com/books/1429999423m/761023.jpg,31
It's In His Kiss,https://images.gr-assets.com/books/1314461965m/110393.jpg,24
How to Marry a Marquis,https://images.gr-assets.com/books/1416451714m/110397.jpg,25
When It's Real,https://images.gr-assets.com/books/1478017369m/30731416.jpg,36
"A Kiss of Shadows (Merry Gentry, #1)",https://images.gr-assets.com/books/1486707201m/139417.jpg,18
Until It Fades,https://images.gr-assets.com/books/1481207508m/31208654.jpg,28
Speaker for the Dead,https://images.gr-assets.com/books/1295660894m/7967.jpg,16
Year of Wonders: A Novel of the Plague,https://images.gr-assets.com/books/1327936622m/4965.jpg,27
This Alien Shore,https://images.gr-assets.com/books/1311103994m/36162.jpg,35
The Ersatz Elevator,https://images.gr-assets.com/books/1352066916m/172327.jpg,35
Club Dead,https://images.gr-assets.com/books/1329501590m/140082.jpg,42
Beyond the Highland Mist,https://images.gr-assets.com/books/1348924088m/743599.jpg,47
If You Dare  (MacCarrick Brothers #1),https://images.gr-assets.com/books/1357616837m/14386.jpg,32
Claimed By Shadow,https://images.gr-assets.com/books/1307391261m/207365.jpg,21
The Other Boleyn Girl,https://images.gr-assets.com/books/1355932638m/37470.jpg,36
A Door into Ocean,https://images.gr-assets.com/books/1312029708m/121606.jpg,43
Starship Troopers,https://images.gr-assets.com/books/1406457252m/17214.jpg,46
The Invisible Ring,https://images.gr-assets.com/books/1331322774m/47954.jpg,41
Birds of a Feather,https://images.gr-assets.com/books/1386728383m/83083.jpg,28
The Summer Tree,https://images.gr-assets.com/books/1412531529m/104086.jpg,49
The Bourne Identity,https://images.gr-assets.com/books/1335860740m/7869.jpg,20
Middlesex,https://images.gr-assets.com/books/1437029776m/2187.jpg,34
The Silver Metal Lover,https://images.gr-assets.com/books/1503726939m/567708.jpg,25
Gravity's Rainbow,https://images.gr-assets.com/books/1414969925m/415.jpg,10
Vamps and the City,https://images.gr-assets.com/books/1343779511m/225668.jpg,28
Fatherland,https://images.gr-assets.com/books/1261912137m/56842.jpg,38
Where the Heart Is,https://images.gr-assets.com/books/1327959469m/5168.jpg,34
Mistress of the Art of Death,https://images.gr-assets.com/books/1435958507m/86643.jpg,38
Night Shift,https://images.gr-assets.com/books/1342215309m/10628.jpg,11
The Poisonwood Bible,https://images.gr-assets.com/books/1412242487m/7244.jpg,27
Allegedly,https://images.gr-assets.com/books/1476974718m/30037870.jpg,35
Time and Again,https://images.gr-assets.com/books/1393198563m/40526.jpg,26
Catch-22,https://images.gr-assets.com/books/1463157317m/168668.jpg,36
A Rake's Vow,https://images.gr-assets.com/books/1341725679m/823580.jpg,42
The Big Bad Wolf,https://images.gr-assets.com/books/1388328154m/6588.jpg,23
The Silver Chair,https://images.gr-assets.com/books/1336139237m/65641.jpg,40
"Fables, Volume 1: Legends in Exile",https://images.gr-assets.com/books/1375392441m/21326.jpg,29
"Those Left Behind (Serenity, #1)",https://images.gr-assets.com/books/1403203994m/133765.jpg,24
Dirk Gently's Holistic Detective Agency,https://images.gr-assets.com/books/1404697381m/365.jpg,41
The Book of Atrix Wolfe,https://images.gr-assets.com/books/1170900098m/77353.jpg,28
Windwitch,https://images.gr-assets.com/books/1462296317m/29939390.jpg,17
The Eternity Code,https://images.gr-assets.com/books/1327945417m/227865.jpg,27
Smaller and Smaller Circles,https://images.gr-assets.com/books/1319424969m/1431558.jpg,24
A Letter of Mary,https://images.gr-assets.com/books/1361088589m/93938.jpg,47
Interview with the Vampire,https://images.gr-assets.com/books/1380631642m/43763.jpg,11
Dream Man,https://images.gr-assets.com/books/1349066255m/72623.jpg,21
The Steerswoman,https://images.gr-assets.com/books/1278032321m/793297.jpg,34
Then Came You,https://images.gr-assets.com/books/1171683718m/114170.jpg,15
Kushiel's Dart,https://images.gr-assets.com/books/1328168291m/153008.jpg,34
"Definitely Dead (Sookie Stackhouse, #6)",https://images.gr-assets.com/books/1468562748m/140079.jpg,27
City of Bones,https://images.gr-assets.com/books/1312044300m/367335.jpg,16
The Graveyard Game,https://images.gr-assets.com/books/1421601012m/514440.jpg,24
Dear John,https://images.gr-assets.com/books/1397749854m/5526.jpg,44
"Dragondrums (Pern: Harper Hall, #3)",https://images.gr-assets.com/books/1410942131m/28553.jpg,35
Princess Academy,https://images.gr-assets.com/books/1349410861m/85990.jpg,29
Ilium,https://images.gr-assets.com/books/1390894862m/3973.jpg,18
Le Chat du Rabbin,https://images.gr-assets.com/books/1320554523m/1612832.jpg,37
Texas Destiny,https://images.gr-assets.com/books/1309286770m/1814627.jpg,15
Northern Lights,https://images.gr-assets.com/books/1309209276m/85459.jpg,47
Buried Heart,https://images.gr-assets.com/books/1472309733m/29750595.jpg,31
The Dunwich Horror,https://images.gr-assets.com/books/1341631429m/3539006.jpg,34
The Last 13 Nights of Prosperity Redding,https://images.gr-assets.com/books/1494357195m/33785202.jpg,12
Marekors,https://images.gr-assets.com/books/1328611163m/498389.jpg,20
"Coyote Dreams (Walker Papers, #3)",https://images.gr-assets.com/books/1262064202m/26690.jpg,32
Obernewtyn,https://images.gr-assets.com/books/1312034242m/47916.jpg,45
The Book of Three,https://images.gr-assets.com/books/1405184012m/24780.jpg,35
The Wonderful Wizard of Oz,https://images.gr-assets.com/books/1398003737m/236093.jpg,41
Foundation,https://images.gr-assets.com/books/1417900846m/29579.jpg,36
"Knife Edge (Noughts and Crosses, #2)",https://images.gr-assets.com/books/1364405912m/300044.jpg,14
Do Androids Dream of Electric Sheep?,https://images.gr-assets.com/books/1435458683m/7082.jpg,39
I Am Legend,https://images.gr-assets.com/books/1390170456m/14064.jpg,15
The Messenger,https://images.gr-assets.com/books/1398483261m/19057.jpg,29
Voina i mir',https://images.gr-assets.com/books/1413215930m/656.jpg,16
The Subtle Knife,https://images.gr-assets.com/books/1505766360m/119324.jpg,15
Assassin's Apprentice,https://images.gr-assets.com/books/1464570795m/77197.jpg,47
A Feast for Crows,https://images.gr-assets.com/books/1429538615m/13497.jpg,42
The Picture of Dorian Gray,https://images.gr-assets.com/books/1424596966m/5297.jpg,48
The Voyage of the Dawn Treader,https://images.gr-assets.com/books/1343185059m/140225.jpg,21
Contact,https://images.gr-assets.com/books/1408792653m/61666.jpg,22
The Naked Sun,https://images.gr-assets.com/books/1335782263m/30016.jpg,11
The Boy in the Striped Pyjamas,https://images.gr-assets.com/books/1366228171m/39999.jpg,49
Looking for Alaska,https://images.gr-assets.com/books/1394798630m/99561.jpg,18
Sense and Sensibility,https://images.gr-assets.com/books/1397245675m/14935.jpg,40
The Caves of Steel,https://images.gr-assets.com/books/1335782224m/41811.jpg,43
Furies of Calderon,https://images.gr-assets.com/books/1329104514m/29396.jpg,27
Nineteen Eighty-Four,https://images.gr-assets.com/books/1348990566m/5470.jpg,47
Jane Eyre,https://images.gr-assets.com/books/1327867269m/10210.jpg,17
Ship of Magic,https://images.gr-assets.com/books/1360507722m/45100.jpg,10
The Vanished Man,https://images.gr-assets.com/books/1257881028m/28568.jpg,10
Shutter Island,https://images.gr-assets.com/books/1329269081m/21686.jpg,31
Les Miserables,https://images.gr-assets.com/books/1411852091m/24280.jpg,23
Tinker,https://images.gr-assets.com/books/1326314596m/47241.jpg,33
A Faint Cold Fear,https://images.gr-assets.com/books/1394126332m/21721.jpg,30
Lost in a Good Book,https://images.gr-assets.com/books/1419889476m/27000.jpg,35
The Left Hand of Darkness,https://images.gr-assets.com/books/1488213612m/18423.jpg,18
Nesnesitelna lehkost byti,https://images.gr-assets.com/books/1265401884m/9717.jpg,35
Death on the Nile,https://images.gr-assets.com/books/1486837149m/131359.jpg,32
Poirot Investigates,https://images.gr-assets.com/books/1309305569m/477597.jpg,26
The Hound of the Baskervilles,https://images.gr-assets.com/books/1355929358m/8921.jpg,44
Stardust,https://images.gr-assets.com/books/1459127484m/16793.jpg,25
Lord of Scoundrels,https://images.gr-assets.com/books/1381766823m/425377.jpg,29
Who's Afraid of Virginia Woolf?,https://images.gr-assets.com/books/1327962277m/14940.jpg,47
No Country for Old Men,https://images.gr-assets.com/books/1443231179m/12497.jpg,42
Star Wars: Heir to the Empire,https://images.gr-assets.com/books/1398253847m/216443.jpg,14
Birdsong,https://images.gr-assets.com/books/1349952101m/6259.jpg,44
The Lathe of Heaven,https://images.gr-assets.com/books/1433084322m/59924.jpg,42
Magic Bites,https://images.gr-assets.com/books/1331612872m/38619.jpg,15
Lat den ratte komma in,https://images.gr-assets.com/books/1327893384m/943402.jpg,40
The Rake And The Reformer,https://images.gr-assets.com/books/1341447421m/614718.jpg,46
The Handmaid's Tale,https://images.gr-assets.com/books/1498057733m/38447.jpg,39
The Long Walk,https://images.gr-assets.com/books/1309212400m/9014.jpg,13
"Slaughterhouse-Five, or The Children's Crusade: A Duty-Dance with Death",https://images.gr-assets.com/books/1440319389m/4981.jpg,41
Man som hatar kvinnor,https://images.gr-assets.com/books/1327868566m/2429135.jpg,20
Peter Pan,https://images.gr-assets.com/books/1337714526m/34268.jpg,27
Comanche Moon,https://images.gr-assets.com/books/1386957357m/133499.jpg,20
Into the Wilderness,https://images.gr-assets.com/books/1320395200m/72854.jpg,14
The Angel Experiment,https://images.gr-assets.com/books/1339277875m/13152.jpg,12
All Together Dead,https://images.gr-assets.com/books/1417964062m/140075.jpg,27
The Story of the Stone,https://images.gr-assets.com/books/1507327958m/77207.jpg,29
The Castle of Llyr,https://images.gr-assets.com/books/1405714238m/24779.jpg,10
The Amber Spyglass,https://images.gr-assets.com/books/1329189152m/18122.jpg,14
A Town Like Alice,https://images.gr-assets.com/books/1327957610m/107301.jpg,11
All That Remains,https://images.gr-assets.com/books/1341835948m/232123.jpg,10
The Dream Hunter,https://images.gr-assets.com/books/1437696622m/84132.jpg,33
Redemption Ark,https://images.gr-assets.com/books/1309206851m/89190.jpg,41
The Surgeon,https://images.gr-assets.com/books/1277923728m/32263.jpg,34
Vampire Academy,https://images.gr-assets.com/books/1361098973m/345627.jpg,14
The Inexplicable Logic of My Life,https://images.gr-assets.com/books/1465572387m/23447923.jpg,30
Queen of Sorcery,https://images.gr-assets.com/books/1428943169m/587582.jpg,27
Purple Hibiscus,https://images.gr-assets.com/books/1329431038m/126381.jpg,12
The Black Ice,https://images.gr-assets.com/books/1372241876m/24244.jpg,32
"Sylvester, or The Wicked Uncle",https://images.gr-assets.com/books/1360785384m/32105.jpg,15
Montana Sky,https://images.gr-assets.com/books/1309197209m/114144.jpg,21
The Crow Road,https://images.gr-assets.com/books/1330063373m/12021.jpg,42
Iron Man: Extremis,https://images.gr-assets.com/books/1503693014m/43739.jpg,17
Daughter of the Blood,https://images.gr-assets.com/books/1400569100m/47956.jpg,40
"Hide (Detective D.D. Warren, #2)",https://images.gr-assets.com/books/1327979037m/32523.jpg,11
The Mists of Avalon,https://images.gr-assets.com/books/1388857089m/402045.jpg,44
Yours Until Dawn,https://images.gr-assets.com/books/1393554483m/350683.jpg,35
Legion,https://images.gr-assets.com/books/1468417662m/28821387.jpg,31
Luck in the Shadows,https://images.gr-assets.com/books/1486846979m/74270.jpg,47
Traitor's Moon,https://images.gr-assets.com/books/1302490280m/74273.jpg,20
The Mote in God's Eye,https://images.gr-assets.com/books/1399490037m/100365.jpg,49
Rendezvous with Rama,https://images.gr-assets.com/books/1405456427m/112537.jpg,26
Childhood's End,https://images.gr-assets.com/books/1320552628m/414999.jpg,31
"Heaven, Texas",https://images.gr-assets.com/books/1308646849m/73084.jpg,37
This Heart of Mine,https://images.gr-assets.com/books/1391625031m/73100.jpg,27
Naked in Death,https://images.gr-assets.com/books/1333326143m/479309.jpg,40
The Yellow Wallpaper: A story,https://images.gr-assets.com/books/1351778524m/286957.jpg,32
Watership Down,https://images.gr-assets.com/books/1405136931m/76620.jpg,27
We Need to Talk About Kevin,https://images.gr-assets.com/books/1327865017m/80660.jpg,18
Unnatural Death,https://images.gr-assets.com/books/1316244142m/192892.jpg,44
Strong Poison,https://images.gr-assets.com/books/1486963427m/246225.jpg,11
The Stars My Destination,https://images.gr-assets.com/books/1433671750m/333867.jpg,30
Il nome della rosa,https://images.gr-assets.com/books/1415375471m/119073.jpg,39
Cross My Heart and Hope to Spy,https://images.gr-assets.com/books/1342448094m/568645.jpg,24
Psycho,https://images.gr-assets.com/books/1393286878m/156427.jpg,28
Slave to Sensation,https://images.gr-assets.com/books/1403541641m/178476.jpg,20
Mariana,https://images.gr-assets.com/books/1330496361m/961833.jpg,16
The Blade Itself,https://images.gr-assets.com/books/1284167912m/944073.jpg,19
War Horse,https://images.gr-assets.com/books/1360677423m/792161.jpg,30
"Fables, Volume 2: Animal Farm (Fables, #2)",https://images.gr-assets.com/books/1506893283m/167010.jpg,44
All the Queen's Men,https://images.gr-assets.com/books/1298807616m/420738.jpg,48
Match Me If You Can,https://images.gr-assets.com/books/1327154923m/73089.jpg,37
Nobody's Baby But Mine,https://images.gr-assets.com/books/1298032580m/73080.jpg,12
Snow Flower and the Secret Fan,https://images.gr-assets.com/books/1327880508m/1103.jpg,49
Cybele's Secret,https://images.gr-assets.com/books/1335030790m/963508.jpg,10
The Merry Adventures of Robin Hood,https://images.gr-assets.com/books/1389006722m/93007.jpg,30
Altered Carbon,https://images.gr-assets.com/books/1387128955m/40445.jpg,30
The Truth About Forever,https://images.gr-assets.com/books/1362767907m/51737.jpg,43
House of Leaves,https://images.gr-assets.com/books/1403889034m/24800.jpg,47
Mr. Perfect,https://images.gr-assets.com/books/1327960914m/469901.jpg,35
After Glow,https://images.gr-assets.com/books/1358495717m/29623.jpg,21
The Forgotten Beasts of Eld,https://images.gr-assets.com/books/1391203484m/81069.jpg,23
The Hollow Kingdom,https://images.gr-assets.com/books/1388793034m/142776.jpg,43
Beauty: A Retelling of the Story of Beauty and the Beast,https://images.gr-assets.com/books/1294192311m/41424.jpg,49
The Witching Hour,https://images.gr-assets.com/books/1327289387m/11901.jpg,23
Water for Elephants,https://images.gr-assets.com/books/1494428973m/43641.jpg,13
The High Lord,https://images.gr-assets.com/books/1327357942m/28251.jpg,24
The Other Wind,https://images.gr-assets.com/books/1309285821m/13658.jpg,17
North and South,https://images.gr-assets.com/books/1349633381m/156538.jpg,13
The Guardian,https://images.gr-assets.com/books/1388195339m/15925.jpg,42
Garden Spells,https://images.gr-assets.com/books/1347309330m/1158967.jpg,40
The Forever War,https://images.gr-assets.com/books/1386852511m/21611.jpg,35
The Once and Future King,https://images.gr-assets.com/books/1338741283m/43545.jpg,15
From the Mixed-Up Files of Mrs. Basil E. Frankweiler,https://images.gr-assets.com/books/1327784751m/3980.jpg,28
Kisscut,https://images.gr-assets.com/books/1348096108m/21719.jpg,44
My Sister's Keeper,https://images.gr-assets.com/books/1369504683m/10917.jpg,28
The Absolutely True Diary of a Part-Time Indian,https://images.gr-assets.com/books/1327908992m/693208.jpg,48
Permutation City,https://images.gr-assets.com/books/1287341300m/156784.jpg,25
The Notebook,https://images.gr-assets.com/books/1385738917m/15931.jpg,47
A Perilous Undertaking,https://images.gr-assets.com/books/1462162920m/30008834.jpg,42
Gateway,https://images.gr-assets.com/books/1441698400m/218427.jpg,26
The Flame and the Flower,https://images.gr-assets.com/books/1305316569m/896623.jpg,39
The Apprentice,https://images.gr-assets.com/books/1467859772m/715834.jpg,21
Bitten,https://images.gr-assets.com/books/1306101770m/11918.jpg,20
God Stalk,https://images.gr-assets.com/books/1287523762m/69169.jpg,43
Breakfast of Champions,https://images.gr-assets.com/books/1327934446m/4980.jpg,35
Darkfever,https://images.gr-assets.com/books/1392579949m/112750.jpg,29
The Giver,https://images.gr-assets.com/books/1342493368m/3636.jpg,27
The Last Magician,https://images.gr-assets.com/books/1468598919m/30312855.jpg,16
The Tenth Power,https://images.gr-assets.com/books/1360180290m/940127.jpg,48
The Outsiders,https://images.gr-assets.com/books/1442129426m/231804.jpg,42
Ghostwritten,https://images.gr-assets.com/books/1320415093m/6819.jpg,26
Flowers From the Storm,https://images.gr-assets.com/books/1275622146m/360259.jpg,15
Dealing with Dragons,https://images.gr-assets.com/books/1385526967m/150739.jpg,41
A Single Man,https://images.gr-assets.com/books/1380688373m/16842.jpg,37
Heir Apparent,https://images.gr-assets.com/books/1378760495m/213652.jpg,29
The Uplift War,https://images.gr-assets.com/books/1375272637m/234489.jpg,37
Buns,https://images.gr-assets.com/books/1495501288m/32620341.jpg,16
In the Coils of the Snake,https://images.gr-assets.com/books/1388631063m/428300.jpg,34
The Wolves of Willoughby Chase,https://images.gr-assets.com/books/1441688212m/36638.jpg,46
To Say Nothing of the Dog,https://images.gr-assets.com/books/1469410460m/77773.jpg,16
Spellslinger,https://images.gr-assets.com/books/1500507094m/25181955.jpg,27
Cold Fire,https://images.gr-assets.com/books/1328861813m/153792.jpg,21
Wyrd Sisters,https://images.gr-assets.com/books/1275974472m/34504.jpg,15
Misery,https://images.gr-assets.com/books/1270545451m/10614.jpg,21
Words in Deep Blue,https://images.gr-assets.com/books/1487957561m/31952703.jpg,38
"Face the Fire (Three Sisters Island, #3)",https://images.gr-assets.com/books/1330175555m/59822.jpg,19
Chasm City,https://images.gr-assets.com/books/1309203334m/89185.jpg,46
Mysterious Skin,https://images.gr-assets.com/books/1335326339m/92365.jpg,26
His Majesty's Dragon,https://images.gr-assets.com/books/1376392909m/28876.jpg,12
Ten Big Ones,https://images.gr-assets.com/books/1171076278m/86663.jpg,26
Natural Law,https://images.gr-assets.com/books/1269136741m/1208966.jpg,13
Two for the Dough,https://images.gr-assets.com/books/1330926461m/6427.jpg,30
The Highlander's Touch,https://images.gr-assets.com/books/1257330461m/815150.jpg,15
The Duke and I,https://images.gr-assets.com/books/1379594717m/110391.jpg,45
"Burnt Offerings (Anita Blake, Vampire Hunter, #7)",https://images.gr-assets.com/books/1289528358m/30242.jpg,37
When Gods Die: A Sebastian St. Cyr Mystery (Sebastian St. Cyr Mysteries),https://images.gr-assets.com/books/1309200754m/39148.jpg,16
The Last of the Wine,https://images.gr-assets.com/books/1403194003m/67696.jpg,30
Love Bites,https://images.gr-assets.com/books/1354343261m/38548.jpg,29
Waking Gods,https://images.gr-assets.com/books/1462736382m/30134847.jpg,45
"Inside the Shadow City (Kiki Strike, #1)",https://images.gr-assets.com/books/1316730174m/187753.jpg,33
Just Listen,https://images.gr-assets.com/books/1358270741m/51738.jpg,16
Causing Havoc,https://images.gr-assets.com/books/1354663034m/225588.jpg,42
Pegasus in Space,https://images.gr-assets.com/books/1403189748m/61931.jpg,10
Blankets,https://images.gr-assets.com/books/1460925949m/25179.jpg,47
The Things They Carried,https://images.gr-assets.com/books/1424663847m/133518.jpg,45
"Bloody Jack: Being an Account of the Curious Adventures of Mary ""Jacky"" Faber, Ship's Boy",https://images.gr-assets.com/books/1392868382m/295649.jpg,15
Each Little Bird that Sings,https://images.gr-assets.com/books/1328875934m/428035.jpg,13
A Million Junes,https://images.gr-assets.com/books/1487956862m/30763950.jpg,18
Mine Till Midnight,https://images.gr-assets.com/books/1380326170m/693016.jpg,39
Civil War: Iron Man,https://images.gr-assets.com/books/1506416566m/106036.jpg,37
Criss Cross,https://images.gr-assets.com/books/1406571736m/5260435.jpg,21
In the Night Garden,https://images.gr-assets.com/books/1320548374m/202769.jpg,34
Murder In Montparnasse,https://images.gr-assets.com/books/1328757564m/382844.jpg,10
It's Kind of a Funny Story,https://images.gr-assets.com/books/1420629730m/248704.jpg,14
Into the Fire,https://images.gr-assets.com/books/1458176974m/23586994.jpg,28
The Mysterious Benedict Society,https://images.gr-assets.com/books/1342715444m/83369.jpg,16
A Rose in Winter,https://images.gr-assets.com/books/1327110426m/896625.jpg,31
